src,timestamp,coordination.x,coordination.y,displacement.dx,displacement.dy
M_SCR,1669603800.854,1247,1518,0,1
M_SCR,1669603800.861,1247,1518,0,1
M_SCR,1669603800.87,1247,1518,0,1
M_SCR,1669603800.878,1247,1518,0,1
M_SCR,1669603800.886,1247,1518,0,1
M_SCR,1669603800.895,1247,1518,0,1
M_SCR,1669603800.909,1247,1518,0,1
M_SCR,1669603800.944,1247,1518,0,1
M_SCR,1669603800.967,1247,1518,0,1
M_SCR,1669603800.992,1247,1518,0,1
M_SCR,1669603801.015,1247,1518,0,1
M_SCR,1669603801.04,1247,1518,0,1
M_SCR,1669603804.441,2674,1578,0,-1
M_SCR,1669603805.843,2673,1581,0,-1
M_SCR,1669603806.051,2673,1581,0,-1
M_SCR,1669603811.71,2597,1507,0,-1
M_SCR,1669603811.961,2597,1507,0,-1
M_SCR,1669603812.045,2597,1507,0,-1
M_SCR,1669603812.603,2618,1528,0,1
M_SCR,1669603812.634,2619,1528,0,1
M_SCR,1669603812.667,2619,1528,0,1
M_SCR,1669603812.707,2619,1528,0,1
M_SCR,1669603813.217,2619,1528,0,1
M_SCR,1669603813.23,2619,1528,0,1
M_SCR,1669603813.487,2619,1528,0,1
M_SCR,1669603813.957,2619,1528,0,1
M_SCR,1669603817.086,2623,1553,0,-1
M_SCR,1669603819.258,2667,1554,0,-1
M_SCR,1669603819.29,2667,1554,0,-1
M_SCR,1669603819.718,2667,1554,0,1
M_SCR,1669603820.314,2667,1554,0,1
M_SCR,1669603820.54,2667,1554,0,1
M_SCR,1669603821.378,2667,1554,0,1
M_SCR,1669603821.635,2667,1554,0,1
M_SCR,1669603821.732,2667,1554,0,1
M_SCR,1669603825.849,2665,1536,0,-1
M_SCR,1669603827.163,2667,1543,0,-1
M_SCR,1669603832.066,2528,1364,0,1
M_SCR,1669603832.22,2529,1365,0,-1
M_SCR,1669603833.285,2622,1423,0,1
M_SCR,1669603833.765,2715,1472,0,-1
M_SCR,1669603833.773,2715,1472,0,-1
M_SCR,1669603833.782,2715,1472,0,-1
M_SCR,1669603833.798,2715,1472,0,-1
M_SCR,1669603833.805,2715,1472,0,-1
M_SCR,1669603833.813,2715,1472,0,-1
M_SCR,1669603851.176,2591,1463,0,1
M_SCR,1669603852.321,2591,1463,0,-1
M_SCR,1669603852.335,2591,1463,0,-1
M_SCR,1669603852.354,2591,1463,0,-1
M_SCR,1669603853.062,2591,1463,0,-1
M_SCR,1669603853.085,2591,1463,0,-1
M_SCR,1669603853.11,2591,1463,0,-1
M_SCR,1669603853.481,2591,1463,0,1
M_SCR,1669603853.521,2591,1463,0,1
M_SCR,1669603857.22,2602,1447,0,1
M_SCR,1669603857.334,2602,1447,0,1
M_SCR,1669603857.373,2602,1447,0,1
M_SCR,1669603857.455,2602,1447,0,1
M_SCR,1669603857.815,2602,1447,0,1
M_SCR,1669603863.125,2845,1516,0,-1
M_SCR,1669603863.164,2844,1517,0,-1
M_SCR,1669603863.192,2844,1517,0,-1
M_SCR,1669603863.224,2844,1517,0,-1
M_SCR,1669603863.271,2844,1517,0,-1
M_SCR,1669603863.749,2844,1517,0,-1
M_SCR,1669603863.772,2844,1517,0,-1
M_SCR,1669603863.787,2844,1517,0,-1
M_SCR,1669603863.836,2844,1517,0,-1
M_SCR,1669603865.79,2783,1496,0,-1
M_SCR,1669603865.884,2782,1496,0,-1
M_SCR,1669603875.224,2662,1521,0,-1
M_SCR,1669603879.713,2679,1551,0,1
M_SCR,1669603880.019,2679,1551,0,1
M_SCR,1669603880.106,2679,1551,0,1
M_SCR,1669603880.129,2679,1551,0,1
M_SCR,1669603881.259,2679,1551,0,1
M_SCR,1669603884.675,2679,1551,0,-1
M_SCR,1669603884.689,2679,1551,0,-1
M_SCR,1669603884.697,2679,1551,0,-1
M_SCR,1669603884.707,2679,1551,0,-1
M_SCR,1669603884.716,2679,1551,0,-1
M_SCR,1669603884.729,2679,1551,0,-1
M_SCR,1669603884.739,2679,1551,0,-1
M_SCR,1669603884.748,2679,1551,0,-1
M_SCR,1669603884.763,2679,1551,0,-1
M_SCR,1669603884.772,2679,1551,0,-1
M_SCR,1669603884.781,2679,1551,0,-1
M_SCR,1669603884.795,2679,1551,0,-1
M_SCR,1669603884.804,2679,1551,0,-1
M_SCR,1669603884.813,2679,1551,0,-1
M_SCR,1669603884.827,2679,1551,0,-1
M_SCR,1669603884.835,2679,1551,0,-1
M_SCR,1669603884.851,2679,1551,0,-1
M_SCR,1669603884.859,2679,1551,0,-1
M_SCR,1669603884.867,2679,1551,0,-1
M_SCR,1669603884.875,2679,1551,0,-1
M_SCR,1669603884.891,2679,1551,0,-1
M_SCR,1669603884.899,2679,1551,0,-1
M_SCR,1669603884.906,2679,1551,0,-1
M_SCR,1669603884.923,2679,1551,0,-1
M_SCR,1669603884.931,2679,1551,0,-1
M_SCR,1669603884.94,2679,1551,0,-1
M_SCR,1669603884.949,2679,1551,0,-1
M_SCR,1669603884.962,2679,1551,0,-1
M_SCR,1669603884.97,2679,1551,0,-1
M_SCR,1669603884.987,2679,1551,0,-1
M_SCR,1669603884.996,2679,1551,0,-1
M_SCR,1669603885.005,2679,1551,0,-1
M_SCR,1669603885.019,2679,1551,0,-1
M_SCR,1669603885.029,2679,1551,0,-1
M_SCR,1669603885.043,2679,1551,0,-1
M_SCR,1669603885.053,2679,1551,0,-1
M_SCR,1669603885.062,2679,1551,0,-1
M_SCR,1669603885.077,2679,1551,0,-1
M_SCR,1669603885.094,2679,1551,0,-1
M_SCR,1669603885.101,2679,1551,0,-1
M_SCR,1669603885.109,2679,1551,0,-1
M_SCR,1669603885.125,2679,1551,0,-1
M_SCR,1669603885.133,2679,1551,0,-1
M_SCR,1669603885.142,2679,1551,0,-1
M_SCR,1669603885.158,2679,1551,0,-1
M_SCR,1669603885.166,2679,1551,0,-1
M_SCR,1669603885.181,2679,1551,0,-1
M_SCR,1669603898.632,2605,1540,0,-1
M_SCR,1669603898.745,2605,1540,0,-1
M_SCR,1669603898.826,2605,1540,0,-1
M_SCR,1669607705.408,1452,1211,0,1
M_SCR,1669607705.411,1452,1211,0,1
M_SCR,1669607705.418,1452,1211,0,1
M_SCR,1669607705.435,1452,1211,0,1
M_SCR,1669607705.442,1452,1211,0,1
M_SCR,1669607705.458,1452,1211,0,1
M_SCR,1669607705.484,1452,1211,0,1
M_SCR,1669607705.5,1452,1211,0,1
M_SCR,1669607705.536,1453,1211,0,1
M_SCR,1669607705.56,1453,1211,0,1
M_SCR,1669607705.886,1453,1211,0,1
M_SCR,1669607708.45,2623,1369,0,-1
M_SCR,1669607708.61,2623,1369,0,-1
M_SCR,1669607708.634,2623,1369,0,-1
M_SCR,1669607708.658,2623,1369,0,-1
M_SCR,1669607709.666,2623,1369,0,-1
M_SCR,1669607710.568,2680,1428,0,-1
M_SCR,1669607710.834,2680,1428,0,-1
